neid	neID	hit	queries	gene	product	genome	contig	locus_tag	start_ext	end_ext	length_ext	starto_ext	endo_ext	lengtho_ext	strands	archMEM	archPF	archIPR	archMEM_ext	archPF_ext	archIPR_ext	length	pfams	tax_id	superkingdom	phylum	class	order	family	genus	species	curated	ARCH	LARCH	char
2	WP_250345519.1:GCF_023614095.1:2	WP_250345519.1	PF14449.11	NA	RHS repeat-associated core domain-containing protein	GCF_023614095.1	NZ_JAKIVK010000019.1	L2089_RS20750	56277	51478	4800	39	33	7	+++++++	mobidb-lite|G3DSA:2.180.10.10|mobidb-lite|PTHR32305|TIGR03696|PF14449	PF14449	IPR050708|IPR022385|IPR027797	G3DSA:2.180.10.10|TIGR03696|PF14449|mobidb-lite|G3DSA:2.180.10.10|mobidb-lite|PTHR32305|TIGR03696|PF14449|PF10004|PTHR32305|mobidb-lite|PF20148|PF05593|TIGR01643|G3DSA:2.180.10.10|TIGR01643|PF05593|PF05593|TIGR01643|PF05593|TIGR01643|G3DSA:2.180.10.10|PF05593|TIGR01643|TIGR01643|PF05593|TIGR01643|PF05593|TIGR01643|G3DSA:2.180.10.10|PF05593|TIGR01643|PF05593|TIGR01643|TIGR01643|PF05593|TIGR01643|G3DSA:2.180.10.10|PF05593|TIGR01643|PF05593|TIGR01643|TIGR03696|PF14449	PF14449|PF14449|PF10004|PF20148|PF05593|PF05593|PF05593|PF05593|PF05593|PF05593|PF05593|PF05593|PF05593|PF05593|PF05593|PF05593|PF14449	IPR022385|IPR027797|IPR050708|IPR022385|IPR027797|IPR016630|IPR050708|IPR045351|IPR006530|IPR031325|IPR022385|IPR027797	523	PF00005|PF00291|PF00455|PF00497|PF00528|PF00551|PF00585|PF00586|PF01071|PF01156|PF01808|PF02142|PF02700|PF02769|PF02843|PF02844|PF05593|PF08220|PF10004|PF13507|PF13522|PF14449|PF15586|PF18072|PF20148	539262	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus hunanensis	1	IPR022385|IPR027797|IPR050708|IPR022385|IPR027797|IPR016630|IPR050708|IPR045351|IPR006530|IPR031325|IPR022385|IPR027797	12	垒沶옵垒沶䄗옵녈ᦣ穾垒沶
3	WP_284446428.1:GCF_023614095.1:3	WP_284446428.1	PF14449.11	NA	pre-toxin TG domain-containing protein	GCF_023614095.1	NZ_JAKIVK010000019.1	L2089_RS20760	57688	53275	4414	41	35	7	+++++++	G3DSA:2.180.10.10|TIGR03696|PF14449	PF14449	IPR022385|IPR027797	G3DSA:2.180.10.10|TIGR03696|PF14449|G3DSA:2.180.10.10|TIGR03696|PF14449|mobidb-lite|G3DSA:2.180.10.10|mobidb-lite|PTHR32305|TIGR03696|PF14449|PF10004	PF14449|PF14449|PF14449|PF10004	IPR022385|IPR027797|IPR022385|IPR027797|IPR050708|IPR022385|IPR027797|IPR016630	277	PF00005|PF00291|PF00455|PF00497|PF00528|PF00551|PF00585|PF00586|PF01071|PF01156|PF01808|PF02142|PF02700|PF02769|PF02843|PF02844|PF05593|PF08220|PF10004|PF13507|PF13522|PF14449|PF15586|PF18072|PF20148	539262	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus hunanensis	1	IPR022385|IPR027797|IPR022385|IPR027797|IPR050708|IPR022385|IPR027797|IPR016630	8	垒沶垒沶옵垒沶䄗
4	WP_284446429.1:GCF_023614095.1:4	WP_284446429.1	PF14449.11	NA	pre-toxin TG domain-containing protein	GCF_023614095.1	NZ_JAKIVK010000019.1	L2089_RS20775	59828	56274	3555	44	38	7	+++++++	G3DSA:2.180.10.10|TIGR03696|PF14449	PF14449	IPR022385|IPR027797	PF14449|PF10004|Coil|G3DSA:2.180.10.10|TIGR03696|PF14449|G3DSA:2.180.10.10|TIGR03696|PF14449	PF14449|PF10004|PF14449|PF14449	IPR027797|IPR016630|IPR022385|IPR027797|IPR022385|IPR027797	274	PF00005|PF00291|PF00455|PF00497|PF00528|PF00551|PF00585|PF00586|PF01071|PF01156|PF01808|PF02142|PF02700|PF02769|PF02843|PF02844|PF05593|PF08220|PF10004|PF13507|PF13522|PF14449|PF15586|PF18072|PF20148	539262	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus hunanensis	1	IPR027797|IPR016630|IPR022385|IPR027797|IPR022385|IPR027797	6	沶䄗垒沶垒沶
5	WP_284446431.1:GCF_023614095.1:5	WP_284446431.1	PF14449.11	NA	pre-toxin TG domain-containing protein	GCF_023614095.1	NZ_JAKIVK010000019.1	L2089_RS20785	61144	57547	3598	46	40	7	+++++++	PF14449	PF14449	IPR027797	G3DSA:2.180.10.10|TIGR03696|PF14449|PF14449|PF10004|Coil|G3DSA:2.180.10.10|TIGR03696|PF14449	PF14449|PF14449|PF10004|PF14449	IPR022385|IPR027797|IPR027797|IPR016630|IPR022385|IPR027797	216	PF00005|PF00291|PF00455|PF00497|PF00528|PF00551|PF00585|PF00586|PF01071|PF01156|PF01808|PF02142|PF02700|PF02769|PF02843|PF02844|PF05593|PF08220|PF10004|PF13507|PF13522|PF14449|PF15586|PF18072|PF20148	539262	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus hunanensis	1	IPR022385|IPR027797|IPR016630|IPR022385|IPR027797	6	垒沶䄗垒沶
6	WP_250345527.1:GCF_023614095.1:6	WP_250345527.1	PF14449.11	NA	pre-toxin TG domain-containing protein	GCF_023614095.1	NZ_JAKIVK010000019.1	L2089_RS20795	62739	59015	3725	48	42	7	+++++++	G3DSA:2.180.10.10|TIGR03696|PF14449	PF14449	IPR022385|IPR027797	PF15586|G3DSA:2.180.10.10|TIGR03696|PF14449|PF14449|PF10004|Coil	PF15586|PF14449|PF14449|PF10004	IPR028964|IPR022385|IPR027797|IPR027797|IPR016630	315	PF00005|PF00291|PF00455|PF00497|PF00528|PF00551|PF00585|PF00586|PF01071|PF01156|PF01808|PF02142|PF02700|PF02769|PF02843|PF02844|PF05593|PF08220|PF10004|PF13507|PF13522|PF14449|PF15586|PF18072|PF20148	539262	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus hunanensis	1	IPR028964|IPR022385|IPR027797|IPR016630	5	煅垒沶䄗
1	WP_250755404.1:GCF_023654945.1:1	WP_250755404.1	PF14449.11	brnQ	branched-chain amino acid transport system II carrier protein	GCF_023654945.1	NZ_JAGRZO010000008.1	KC163_RS09430	71169	65250	5920	71	65	7	--++---	PF05525|PTHR30588|TIGR00796	PF05525	IPR004685	PF14729|G3DSA:3.10.450.560|PS51257|PF13273|PTHR30520|G3DSA:1.20.1080.10|PF01226|PF05525|PTHR30588|TIGR00796|PTHR31284|SSF56784|cd07534|SFLDS00003|SFLDG01125|G3DSA:3.40.50.1000|PF03767|PIRSF019271|TIGR01533|PF02687|PTHR43738|PS00211|SM00382|PF00005|PS50893|cd03255|G3DSA:3.40.50.300|SSF52540|PTHR24220	PF14729|PF13273|PF01226|PF05525|PF03767|PF02687|PF00005	IPR028075|IPR025273|IPR000292|IPR023271|IPR004685|IPR036412|IPR023214|IPR005519|IPR006423|IPR003838|IPR051125|IPR017871|IPR003593|IPR017911|IPR003439|IPR027417|IPR015854	435	PF00005|PF01226|PF02687|PF03767|PF04634|PF05525|PF06013|PF13273|PF13930|PF14449|PF14729|PF16882|PF16887	1280	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	0	IPR028075|IPR025273|IPR000292|IPR023271|IPR004685|IPR036412|IPR023214|IPR005519|IPR006423|IPR003838|IPR051125|IPR017871|IPR003593|IPR017911|IPR003439|IPR027417|IPR015854	17	淌拚Ņ嬈ቮ蹝嫏ᖰᤸ༟쟖䗰ส䘘ඐ欺㸏
1	WP_250755404.1:GCF_023655105.1:1	WP_250755404.1	PF14449.11	brnQ	branched-chain amino acid transport system II carrier protein	GCF_023655105.1	NZ_JAGSAC010000005.1	KC167_RS07540	17149	11230	5920	16	10	7	+++--++	PF05525|PTHR30588|TIGR00796	PF05525	IPR004685	PS00211|SM00382|PF00005|PS50893|cd03255|G3DSA:3.40.50.300|SSF52540|PTHR24220|PF02687|PTHR43738|PTHR31284|SSF56784|cd07534|SFLDS00003|SFLDG01125|G3DSA:3.40.50.1000|PF03767|PIRSF019271|TIGR01533|PF05525|PTHR30588|TIGR00796|PTHR30520|G3DSA:1.20.1080.10|PF01226|PF13273|PF14729|G3DSA:3.10.450.560|PS51257	PF00005|PF02687|PF03767|PF05525|PF01226|PF13273|PF14729	IPR017871|IPR003593|IPR017911|IPR003439|IPR027417|IPR015854|IPR003838|IPR051125|IPR036412|IPR023214|IPR005519|IPR006423|IPR004685|IPR000292|IPR023271|IPR025273|IPR028075	435	PF00005|PF01226|PF02687|PF03767|PF04634|PF05525|PF06013|PF13273|PF13930|PF14449|PF14729|PF16882|PF16887	1280	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	0	IPR017871|IPR003593|IPR017911|IPR003439|IPR027417|IPR015854|IPR003838|IPR051125|IPR036412|IPR023214|IPR005519|IPR006423|IPR004685|IPR000292|IPR023271|IPR025273|IPR028075	17	䗰ส䘘ඐ欺㸏༟쟖蹝嫏ᖰᤸቮŅ嬈拚淌
1	WP_205144603.1:GCF_023657405.1:1	WP_205144603.1	PF14449.11	NA	DNA/RNA non-specific endonuclease	GCF_023657405.1	NZ_JAGMVX010000001.1	KAR63_RS01775	358468	350669	7800	344	338	7	-++++++	mobidb-lite|Coil|mobidb-lite|Coil|mobidb-lite|mobidb-lite|PF14449|mobidb-lite|mobidb-lite|mobidb-lite|PF13930	PF14449|PF13930	IPR027797|IPR044927	SSF88659|mobidb-lite|Coil|mobidb-lite|Coil|mobidb-lite|mobidb-lite|PF14449|mobidb-lite|mobidb-lite|mobidb-lite|PF13930|mobidb-lite|mobidb-lite|mobidb-lite|mobidb-lite|G3DSA:3.10.20.320|PF06458|G3DSA:3.10.20.320|PF06458|mobidb-lite|mobidb-lite|mobidb-lite|mobidb-lite|PF05656|PTHR34980|PF05656	PF14449|PF13930|PF06458|PF06458|PF05656|PF05656	IPR013324|IPR027797|IPR044927|IPR009459|IPR008523|IPR008523	761	PF00120|PF00480|PF00581|PF01715|PF03951|PF05656|PF06458|PF08706|PF09669|PF11240|PF13411|PF13930|PF14449|PF19263	1479233	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella uvarum	28	IPR013324|IPR027797|IPR044927|IPR009459|IPR008523	6	㐭沶꾠└Ⅼ
2	WP_223843888.1:GCF_023702795.1:2	WP_223843888.1	PF14449.11	NA	pre-toxin TG domain-containing protein	GCF_023702795.1	NZ_JAMQJD010000001.1	NDQ58_RS16975	3032061	3029106	2956	2745	2739	7	+++++++	PF14449	PF14449	IPR027797	G3DSA:1.25.40.20|SSF48403|PTHR24189|PF12796|PF14449|Coil|mobidb-lite|mobidb-lite|PF14449|mobidb-lite|mobidb-lite|mobidb-lite	PF12796|PF14449|PF14449	IPR036770|IPR050745|IPR002110|IPR027797|IPR027797	33	PF00005|PF00106|PF00230|PF00364|PF00370|PF00528|PF01156|PF01266|PF02782|PF02852|PF04069|PF06458|PF07992|PF12796|PF14021|PF14449|PF15599|PF16901	1590	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus plantarum	1	IPR036770|IPR050745|IPR002110|IPR027797	5	迃왚࡟沶
1	WP_074161480.1:GCF_023702925.1:1	WP_074161480.1	PF14449.11	NA	pre-toxin TG domain-containing protein	GCF_023702925.1	NZ_JAMQJI010000004.1	NDQ46_RS17040	1756614	1753659	2956	1637	1631	7	-------	PF14449	PF14449	IPR027797	mobidb-lite|mobidb-lite|PF14449|mobidb-lite|mobidb-lite|mobidb-lite|Coil|PF14449|G3DSA:1.25.40.20|SSF48403|PTHR24189|PF12796	PF14449|PF14449|PF12796	IPR027797|IPR027797|IPR036770|IPR050745|IPR002110	38	PF00005|PF00106|PF00230|PF00364|PF00370|PF00528|PF01156|PF01266|PF02782|PF02852|PF04069|PF06458|PF07992|PF12796|PF14021|PF14449|PF15599|PF16901	1590	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus plantarum	1	IPR027797|IPR036770|IPR050745|IPR002110	5	沶迃왚࡟
2	WP_251335404.1:GCF_023702925.1:2	WP_251335404.1	PF14449.11	NA	pre-toxin TG domain-containing protein	GCF_023702925.1	NZ_JAMQJI010000004.1	NDQ46_RS08805	1763497	1755532	7966	1640	1634	7	-------	mobidb-lite|mobidb-lite|PF14449|mobidb-lite|mobidb-lite|mobidb-lite	PF14449	IPR027797	NF033461|SSF51905|PTHR11985|G3DSA:3.50.50.60|PR01001|PF01266|PR01001|PR01001|PR01001|G3DSA:3.30.9.10|SSF54373|PR01001|G3DSA:3.50.50.60|PR01001|PF16901|G3DSA:1.10.8.870|G3DSA:1.20.1080.10|PTHR43829|SSF81338|PR00783|PF00230|TIGR00861|PR00783|PS00221|PR00783|PR00783|PR00783|PR00783|PF06458|G3DSA:3.10.20.320|PF06458|mobidb-lite|mobidb-lite|mobidb-lite|mobidb-lite|mobidb-lite|mobidb-lite|mobidb-lite|mobidb-lite|mobidb-lite|mobidb-lite|mobidb-lite|mobidb-lite|TIGR01167|mobidb-lite|mobidb-lite|PF14449|mobidb-lite|mobidb-lite|mobidb-lite|Coil|PF14449	PF01266|PF16901|PF00230|PF06458|PF06458|PF14449|PF14449	IPR036188|IPR000447|IPR006076|IPR031656|IPR038299|IPR023271|IPR050363|IPR000425|IPR022357|IPR009459|IPR027797|IPR027797	618	PF00005|PF00106|PF00230|PF00364|PF00370|PF00528|PF01156|PF01266|PF02782|PF02852|PF04069|PF06458|PF07992|PF12796|PF14021|PF14449|PF15599|PF16901	1590	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus plantarum	1	IPR036188|IPR000447|IPR006076|IPR031656|IPR038299|IPR023271|IPR050363|IPR000425|IPR022357|IPR009459|IPR027797	12	赽Ǡ៝築閼嬈쓜Ǌ坶└沶
1	WP_148794614.1:GCF_023703245.1:1	WP_148794614.1	PF14449.11	NA	pre-toxin TG domain-containing protein	GCF_023703245.1	NZ_JAMQJB010000009.1	NDQ53_RS16515	141203	136690	4514	134	128	7	+++++--	Coil|PF14449|Coil	PF14449	IPR027797	SSF160631|G3DSA:3.40.1580.10|PF14567|SM00860|G3DSA:3.40.1580.10|SSF160631|SM00860|PF09346|PF24719|Coil|PF14449|Coil|Coil|cd10944|PS51677|SSF88713|PF01522|PTHR10587|G3DSA:3.20.20.370|SSF53955|G3DSA:1.10.530.10|PF01476|SM00257|PTHR33734|cd00118|PS51782|SSF54106|G3DSA:3.10.350.10|PF01476|SM00257|SSF54106|cd00118|PS51782|G3DSA:3.10.350.10|PF01476|SM00257|SSF54106|cd00118|PS51782|G3DSA:3.10.350.10	PF14567|PF09346|PF24719|PF14449|PF01522|PF01476|PF01476|PF01476	IPR037883|IPR018958|IPR037883|IPR018958|IPR056509|IPR027797|IPR011330|IPR002509|IPR050248|IPR023346|IPR018392|IPR036779	411	PF00535|PF00561|PF00746|PF00984|PF01370|PF01476|PF01522|PF02350|PF03720|PF03721|PF04203|PF04464|PF04892|PF05737|PF07799|PF09346|PF13276|PF14449|PF14567|PF15565|PF17353|PF17802|PF17961|PF18652|PF24719	189381	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Rossellomorea	Rossellomorea marisflavi	1	IPR037883|IPR018958|IPR037883|IPR018958|IPR056509|IPR027797|IPR011330|IPR002509|IPR050248|IPR023346|IPR018392|IPR036779	12	鐜䨯鐜䨯沶Ᵽ৮쑩孓䟹迌
1	WP_000142036.1:GCF_023707865.1:1	WP_000142036.1	PF14449.11	NA	TIGR01741 family protein	GCF_023707865.1	NZ_BRBZ01000007.1	NFU05_RS04160	14720	11247	3474	16	10	7	+++++++	TIGR01741|G3DSA:3.30.500.20|SSF160424|PF04634	PF04634	IPR006728|IPR036170	PS51257|PF16882|TIGR01741|G3DSA:3.30.500.20|SSF160424|PF04634|TIGR01741|G3DSA:3.30.500.20|SSF160424|PF04634|Coil|TIGR01741|G3DSA:3.30.500.20|SSF160424|PF04634|PF16883|PS51257|PF16882	PF16882|PF04634|PF04634|PF04634|PF16883|PF16882	IPR031690|IPR006728|IPR036170|IPR006728|IPR036170|IPR006728|IPR036170|IPR031689|IPR031690	166	PF01580|PF04634|PF06013|PF08817|PF10140|PF12538|PF13930|PF14449|PF16882|PF16883|PF16887	1280	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	0	IPR031690|IPR006728|IPR036170|IPR006728|IPR036170|IPR006728|IPR036170|IPR031689|IPR031690	9	篫ᩩ赫ᩩ赫ᩩ赫篪篫
1	WP_154318983.1:GCF_023712125.1:1	WP_154318983.1	PF14449.11	NA	T7SS effector LXG polymorphic toxin	GCF_023712125.1	NZ_JAMAYR010000008.1	M4D55_RS26235	136196	131286	4911	135	129	7	+++++++	PS51756|PF04740|PTHR34976|Coil|Coil|Coil|PF14449|PF15637	PF04740|PF14449|PF15637	IPR006829|IPR051768|IPR027797|IPR028915	PF14435|Coil|PTHR34976|mobidb-lite|mobidb-lite|PF14449|mobidb-lite|mobidb-lite|PF14435|PS51756|PF04740|PTHR34976|Coil|Coil|Coil|PF14449|PF15637|Coil|PF17279|Coil|PF16888|Coil|Coil|TIGR01764|PF12728|Coil	PF14435|PF14449|PF14435|PF04740|PF14449|PF15637|PF17279|PF16888|PF12728	IPR025851|IPR051768|IPR027797|IPR025851|IPR006829|IPR051768|IPR027797|IPR028915|IPR046318|IPR031681|IPR010093|IPR041657	656	PF00072|PF00293|PF00389|PF00749|PF00857|PF00989|PF01225|PF01467|PF01970|PF02518|PF02540|PF02554|PF02826|PF02875|PF03401|PF03950|PF04095|PF04397|PF04740|PF05816|PF06580|PF07331|PF07694|PF08245|PF12728|PF14435|PF14449|PF15637|PF16888|PF17203|PF17279|PF17767|PF17956|PF20714|PF20974|PF21906	324768	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Metabacillus	Metabacillus idriensis	19	IPR025851|IPR051768|IPR027797|IPR025851|IPR006829|IPR051768|IPR027797|IPR028915|IPR046318|IPR031681|IPR010093|IPR041657	12	攜쩙沶攜ᫎ쩙沶焔딏篢➎ꋚ
2	WP_154318980.1:GCF_023712125.1:2	WP_154318980.1	PF14449.11	NA	pre-toxin TG domain-containing protein	GCF_023712125.1	NZ_JAMAYR010000008.1	M4D55_RS21310	137804	132117	5688	137	131	7	+++++++	Coil|PTHR34976|mobidb-lite|mobidb-lite|PF14449|mobidb-lite|mobidb-lite	PF14449	IPR051768|IPR027797	G3DSA:3.40.50.850|SSF52499|PTHR43540|cd00431|PF00857|SSF55811|G3DSA:3.90.79.10|cd18873|PS51462|PTHR43736|PF00293|SSF46785|G3DSA:1.10.10.10|PF21906|PF14435|Coil|PTHR34976|mobidb-lite|mobidb-lite|PF14449|mobidb-lite|mobidb-lite|PF14435|PS51756|PF04740|PTHR34976|Coil|Coil|Coil|PF14449|PF15637|Coil|PF17279|Coil	PF00857|PF00293|PF21906|PF14435|PF14449|PF14435|PF04740|PF14449|PF15637|PF17279	IPR036380|IPR050272|IPR000868|IPR015797|IPR000086|IPR036390|IPR036388|IPR054105|IPR025851|IPR051768|IPR027797|IPR025851|IPR006829|IPR051768|IPR027797|IPR028915|IPR046318	156	PF00072|PF00293|PF00389|PF00749|PF00857|PF00989|PF01225|PF01467|PF01970|PF02518|PF02540|PF02554|PF02826|PF02875|PF03401|PF03950|PF04095|PF04397|PF04740|PF05816|PF06580|PF07331|PF07694|PF08245|PF12728|PF14435|PF14449|PF15637|PF16888|PF17203|PF17279|PF17767|PF17956|PF20714|PF20974|PF21906	324768	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Metabacillus	Metabacillus idriensis	1	IPR036380|IPR050272|IPR000868|IPR015797|IPR000086|IPR036390|IPR036388|IPR054105|IPR025851|IPR051768|IPR027797|IPR025851|IPR006829|IPR051768|IPR027797|IPR028915|IPR046318	17	踽쒁΅㷖w蹇蹅퍺攜쩙沶攜ᫎ쩙沶焔딏
1	WP_251455166.1:GCF_023712345.1:1	WP_251455166.1	PF14449.11	NA	EndoU domain-containing protein	GCF_023712345.1	NZ_JAMAYK010000001.1	M4D59_RS07265	1461368	1446167	15202	1426	1420	7	+++++++	Coil|Coil|PF14449|PF14436	PF14449|PF14436	IPR027797|IPR029501	PF18593|Coil|Coil|Coil|PF14449|PF14436|PF19157|PF00668|SSF52777|G3DSA:3.30.559.10|Coil|SSF52777|G3DSA:3.30.559.30|SSF56801|NF003417|PF00501|G3DSA:3.40.50.980|cd05930|TIGR01733|G3DSA:3.40.50.980:FF:000001|G3DSA:3.40.50.980|PS00455|G3DSA:2.30.38.10|G3DSA:3.30.300.30|PF13193|G3DSA:1.10.1200.10:FF:000005|SSF47336|G3DSA:1.10.1200.10|PS50075|SM00823|SM01294|PF00550|PS00012|G3DSA:3.30.559.10|SSF52777|PF00668|cd19534|G3DSA:3.30.559.30|SSF52777|TIGR01720|PF00668|cd19543|SSF52777|G3DSA:3.30.559.10|SSF52777|G3DSA:3.30.559.30|PTHR45527|SSF56801|G3DSA:3.40.50.12780:FF:000012|PF00501|G3DSA:3.40.50.980|NF003417|cd05930|TIGR01733|G3DSA:3.40.50.980:FF:000001|G3DSA:3.40.50.980|PS00455|G3DSA:2.30.38.10|G3DSA:3.30.300.30|G3DSA:1.10.1200.10|G3DSA:1.10.1200.10:FF:000005|SSF47336|PS50075|SM00823|PF00550|PF00668|cd19531|G3DSA:3.30.559.10|SSF52777|G3DSA:3.30.559.30|SSF52777|SSF56801|PF00501|NF003417|G3DSA:3.40.50.980|cd05930|TIGR01733|G3DSA:3.40.50.980:FF:000001|G3DSA:3.40.50.980|PS00455|G3DSA:2.30.38.10|G3DSA:3.30.300.30|PF13193|G3DSA:1.10.1200.10|PS50075|SSF47336|SM00823|PF00550|PS00012|PF00668|SSF52777|G3DSA:3.30.559.10|cd19531|G3DSA:3.30.559.30|SSF52777|PTHR46825|SSF56601|G3DSA:3.40.710.10|PF00144|G3DSA:1.20.1560.10|SSF90123|PS50929|TIGR01194|PF00664|SSF52540|G3DSA:3.40.50.300|PS50893|PF00005|SM00382	PF18593|PF14449|PF14436|PF19157|PF00668|PF00501|PF13193|PF00550|PF00668|PF00668|PF00501|PF00550|PF00668|PF00501|PF13193|PF00550|PF00668|PF00144|PF00664|PF00005	IPR041129|IPR027797|IPR029501|IPR043895|IPR001242|IPR023213|IPR000873|IPR010071|IPR020845|IPR045851|IPR025110|IPR036736|IPR009081|IPR020806|IPR006162|IPR010060|IPR050491|IPR012338|IPR001466|IPR036640|IPR005898|IPR011527|IPR027417|IPR003439|IPR003593	476	PF00005|PF00023|PF00109|PF00144|PF00313|PF00359|PF00487|PF00501|PF00550|PF00664|PF00668|PF00669|PF00698|PF00700|PF00874|PF00916|PF00975|PF00984|PF01207|PF01381|PF01648|PF02302|PF02311|PF02378|PF02801|PF03720|PF03721|PF04231|PF05043|PF05076|PF06039|PF07993|PF09346|PF10020|PF11188|PF12708|PF12796|PF12833|PF13037|PF13039|PF13193|PF13440|PF13443|PF14112|PF14414|PF14436|PF14449|PF14567|PF14568|PF16363|PF17428|PF18593|PF19157|PF22621|PF22624|PF22886	135735	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia	Priestia endophytica	28	IPR041129|IPR027797|IPR029501|IPR043895|IPR001242|IPR023213|IPR000873|IPR010071|IPR020845|IPR045851|IPR025110|IPR036736|IPR009081|IPR020806|IPR006162|IPR010060|IPR050491|IPR012338|IPR001466|IPR036640|IPR005898|IPR011527|IPR027417|IPR003439|IPR003593	25	ꃊ沶獞ꮘӻ嫎Ί❸冎댼户辡⎚內ᠳ❭앜こכ轁ᜫ⴨欺ඐส
2	WP_251455222.1:GCF_023712345.1:2	WP_251455222.1	PF14449.11	NA	pre-toxin TG domain-containing protein	GCF_023712345.1	NZ_JAMAYK010000001.1	M4D59_RS07350	1472682	1468808	3875	1443	1437	7	--+++++	PF14449	PF14449	IPR027797	G3DSA:6.20.370.130|PR00050|PR00050|PS00352|PR00050|SM00357|PF00313|PTHR11544|cd04458|G3DSA:2.40.50.140:FF:000006|PIRSF002599|PS51857|SSF50249|G3DSA:2.40.50.140|NF033562|PIRSF006621|PTHR11082|G3DSA:3.20.20.70|SSF51395|cd02801|PF01207|PS01136|G3DSA:1.10.1200.80|PF14449|G3DSA:3.40.1580.10|SSF160631|PF14567|SM00860|PF14112	PF00313|PF01207|PF14449|PF14567|PF14112	IPR019844|IPR050181|IPR011129|IPR012340|IPR012156|IPR002059|IPR049615|IPR001269|IPR013785|IPR035587|IPR018517|IPR024036|IPR027797|IPR037883|IPR018958|IPR025560	236	PF00005|PF00023|PF00109|PF00144|PF00313|PF00359|PF00487|PF00501|PF00550|PF00664|PF00668|PF00669|PF00698|PF00700|PF00874|PF00916|PF00975|PF00984|PF01207|PF01381|PF01648|PF02302|PF02311|PF02378|PF02801|PF03720|PF03721|PF04231|PF05043|PF05076|PF06039|PF07993|PF09346|PF10020|PF11188|PF12708|PF12796|PF12833|PF13037|PF13039|PF13193|PF13440|PF13443|PF14112|PF14414|PF14436|PF14449|PF14567|PF14568|PF16363|PF17428|PF18593|PF19157|PF22621|PF22624|PF22886	135735	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia	Priestia endophytica	1	IPR019844|IPR050181|IPR011129|IPR012340|IPR012156|IPR002059|IPR049615|IPR001269|IPR013785|IPR035587|IPR018517|IPR024036|IPR027797|IPR037883|IPR018958|IPR025560	16	䶥쐦⮚さ⾝ࠬ쇰Ԗ㗺謤䡶帅沶鐜䨯揹
